ace,pro_com,LUM5_single,RNR_nres,nig_rat_daily,hType_mix,hType_mix2,hType_mix3,mdist_nres_daily,ratio_daily_nondaily,area,area_filtr,nig_rat_daily3,den_nres_daily,den_nres_non-daily,num_community_places,num_community_places_poi,sphi,avg_block_area,num_intersect,bld_entr_age,bld_avg_age,bld_std_age,bld_entr_interiors,enterprises_entr_size,enterprises_empl_size,pop_rat_num,bld_rat_int,emp_rat_pop,emp_rat_num,bld_rat_area,bor_rat_area,mdist_parks,mdist_smallparks,mdist_railways,mdist_water,mdist_highways
20,82053,0.53826714145,0.297605963767,0.0333333333333,0.848846075866,2.26331811263,1.92746536267,349.7692461,0.260869565217,5322810.0,5305814.22763,1.88472486427e-07,3.20403226925e-06,1.13083491856e-06,25.0,0.694444444444,0.266001734989,10.554961635,116.0,0.883910520324,33.6870748299,10.9787920882,1.25332512098,0.292418862963,5.18055555556,0.00270948046487,2.30556,7.70831099196,0.000351501187186,0.12284392829,0.00166619793752,1602.31387772,1577.85731498,4088.08189812,5989.80288523,2014.6202572
21,82053,0.700996702953,0.499669420542,0.0576923076923,0.867899647018,4.59957173448,2.29979035639,84.1014184345,0.4,1223610.0,1150928.62383,2.60659083272e-06,2.08527266618e-05,1.39018177745e-05,50.0,0.666666666667,0.388331765922,9.50720906314,185.0,0.812111268992,57.7483787289,12.213128506,1.77084766062,0.24058370871,4.70192307692,0.0195494312454,9.77409,7.66871165644,0.0025492458344,0.283844627274,0.0,1331.45896717,194.016426764,981.982338288,2733.85448026,2403.66864332
23,82053,0.634371710738,0.349410854357,0.0,0.90504416975,3.77988915281,2.16983372922,244.277373016,0.375,1773080.0,1743286.88892,0.0,2.86814524435e-06,1.72088714661e-06,12.0,0.666666666667,0.321123581071,9.78428047805,53.0,0.872137698689,48.6560035057,10.7401591469,1.69109703412,0.304482807814,5.22258064516,0.00881667848112,5.12906,9.49351451513,0.000928705430119,0.171558304976,0.0,1369.94847003,750.736740827,2194.1438005,4119.04042068,2490.1074005
24,82053,0.548483750869,0.473752250338,0.0,0.884891229478,3.5138483965,2.42296650718,691.722207214,0.75,3420590.0,3405542.15641,0.0,2.93639001978e-07,8.80917005933e-07,9.0,1.0,0.256903578625,10.5403208048,53.0,0.87648103335,45.3244274809,10.374520699,1.41012655556,0.234994563466,3.91666666667,0.00231886719862,2.69461,12.0015197568,0.000193214463301,0.0904191842614,0.0,2543.18342914,2017.22314711,4074.46166529,5907.85750431,3740.11547003
25,82053,0.80088989887,0.59135084036,0.240093240093,0.684874959533,5.50407166124,2.37279596977,21.8201398473,0.455414012739,1577630.0,1539020.4341,6.69256870914e-05,0.000111109635851,9.29162451851e-05,456.0,0.644978783593,0.433437097167,8.67632614421,456.0,0.67809778204,66.1885714286,15.2838274444,1.70228482444,0.479513056797,9.86191198786,0.0115365589739,8.60668,0.682989690722,0.0168912637051,0.279963448959,0.0096109996951,2606.97453104,372.936383415,515.576336211,930.68589703,3184.10212723
27,82053,0.65619621697,0.435811121829,0.181818181818,0.557238496749,5.90554722639,2.49382716049,16.1302993124,0.282608695652,798212.0,729767.828196,4.65901601665e-05,0.000135659584014,5.34416543086e-05,199.0,0.654605263158,0.418038217512,8.76747830217,265.0,0.642826250067,66.2112149533,15.1083607408,1.61263920533,0.375189676509,5.84357541899,0.0174644585683,11.4678,1.52306405354,0.0114666605963,0.267151446964,0.0442403155941,2327.28467966,202.695839277,332.698513104,1570.7997951,2832.47358123
28,82053,0.376518732186,0.184240241555,0.0408163265306,0.620841372284,5.70948905109,2.46666666667,30.3713982866,0.395348837209,415289.0,389546.273895,5.13417823254e-06,6.6744317023e-05,4.36405149766e-05,57.0,0.77027027027,0.461817905869,8.72494622918,132.0,0.530307767765,68.7874617737,16.4834393694,1.53021265553,0.261331134074,3.59238095238,0.0294393779854,8.51825,6.08059384942,0.00484153007329,0.471286034684,0.0,1744.11155604,152.279649215,391.793224204,2137.05519452,2858.65831897
29,82053,0.757143324168,0.243404423569,0.106382978723,0.932346625499,4.2009569378,2.125,62.9267706365,0.324324324324,441087.0,358910.517486,1.39310489841e-05,6.96552449204e-05,3.34345175618e-05,46.0,0.676470588235,0.44841519142,8.97813610209,111.0,0.698069580555,57.4487534626,13.4372533529,1.70565963066,0.30184215375,6.58962264151,0.0281379327381,11.5646,3.61453113815,0.00778467017231,0.432985361055,0.00254990070145,2279.45860225,189.572265642,289.376612247,2167.9575735,2513.68308681
30,82053,0.478626331352,0.250648790576,0.030303030303,0.762231563554,4.9387966805,2.49433106576,71.5095690262,0.346153846154,616571.0,595354.238285,1.67967226181e-06,2.85544284508e-05,1.51170503563e-05,34.0,0.723404255319,0.429847312774,8.87654399687,136.0,0.687284371151,54.6970021413,12.9320242952,1.7363661008,0.168329779749,4.29521829522,0.029780589202,8.01245,8.58180058083,0.00347020289291,0.417394069186,0.0,2313.9612981,178.088225641,916.632402858,2794.34957926,2527.22377659
31,82053,0.797915662439,0.438567927498,0.0579710144928,0.929329117498,3.90129259694,2.16146788991,90.1581270364,0.362068965517,2513920.0,2384416.03642,1.67755959485e-06,1.55174262523e-05,8.80718787294e-06,69.0,0.657142857143,0.395807468523,9.71271183789,201.0,0.861502255969,42.1120797011,10.9774660644,1.75958796672,0.375917263267,6.03452855246,0.00769874037065,9.31375,4.03983274648,0.00190570769974,0.181969908826,0.0,2690.92202266,511.096296886,1659.83274563,3522.07504618,1896.14838306
33,82053,0.462981811661,0.637387400976,0.152866242038,0.795117254514,4.98027613412,2.28110599078,37.852276582,0.306451612903,1373100.0,1352965.50979,1.77388113935e-05,6.35640741601e-05,2.80864513731e-05,185.0,0.708812260536,0.420313165366,9.27585912246,326.0,0.703961430435,47.8426183844,14.4629738664,1.57890407539,0.381395623349,5.46136534134,0.0147801254765,18.0533,2.74684065934,0.00538077278936,0.25828021204,0.0,2288.76234902,297.878229119,796.242761535,2454.37517689,1508.50909229
35,82053,0.648423592364,0.252251343747,0.0526315789474,0.936891310325,3.56821026283,2.1554770318,168.383872537,0.307692307692,1487440.0,1454739.46849,6.87408310327e-07,6.18667479294e-06,2.74963324131e-06,17.0,0.62962962963,0.336710647456,10.0275518994,73.0,0.937938477033,44.6527777778,9.64259771962,1.7218758406,0.270444251735,13.6842105263,0.00876308114005,6.61577,3.06442307692,0.00285961857096,0.172977203874,0.0,3180.66352454,716.32360759,2519.848215,4508.40323154,2423.05761879
36,82053,0.665951667374,0.306740864291,0.0,0.911470427323,3.91844919786,2.24742268041,426.97617711,0.7,2539350.0,2425577.57479,0.0,1.23681882253e-06,2.8859105859e-06,12.0,0.8,0.313778229949,10.253284223,73.0,0.782418697312,38.304377565,11.9394359814,1.76368896017,0.481119748945,6.34920634921,0.00815764468045,9.50134,12.366875,0.000659636705348,0.15770676806,0.0,4083.90595708,1147.06188624,3603.04611371,5962.5323733,3469.8898489
37,82053,0.475736481467,0.220995706745,0.0625,0.914574233394,3.97872340426,1.71276595745,159.003809706,0.375,986898.0,980374.200281,1.02001868237e-06,1.02001868237e-05,6.12011209422e-06,17.0,0.772727272727,0.349838502185,9.78142107617,52.0,0.68885523588,34.873015873,13.0205214901,1.58176959062,0.288887124566,4.63675213675,0.0137161912218,15.3982,12.3935483871,0.00110672027037,0.179840003898,0.0,3548.5704019,454.898600307,2144.1381485,4875.21576945,2013.11974647
38,82053,0.625100675872,0.177301351497,0.047619047619,0.956094428503,2.97273303741,2.15929878049,190.863218216,0.4375,3461150.0,3459730.92867,5.78079637185e-07,5.20271673466e-06,4.04655746029e-06,21.0,0.411764705882,0.318391868939,10.7350099303,76.0,0.925935405243,39.607780157,10.2696635718,1.63008654274,0.299221754643,7.9,0.00523508919434,4.53773,5.73164556962,0.000913365826752,0.162241356069,0.0061108385821,2183.25176421,1349.78556568,966.882681295,4207.47489813,747.086511132
