ace,pro_com,LUM5_single,RNR_nres,nig_rat_daily,hType_mix,hType_mix2,hType_mix3,mdist_nres_daily,ratio_daily_nondaily,area,area_filtr,nig_rat_daily3,den_nres_daily,den_nres_non-daily,num_community_places,num_community_places_poi,sphi,avg_block_area,num_intersect,bld_entr_age,bld_avg_age,bld_std_age,bld_entr_interiors,enterprises_entr_size,enterprises_empl_size,pop_rat_num,bld_rat_int,emp_rat_pop,emp_rat_num,bld_rat_area,bor_rat_area,mdist_parks,mdist_smallparks,mdist_railways,mdist_water,mdist_highways,temp_pois,temp_comm,temp_tot_pois,third_places_segr,activity_density
14,15146,0.0,0.43438938638700003,0.229508196721,0.45133802395499995,6.1428571428600005,1.8148148148099998,0.06279331764463776,0.5414634146339999,661868.0,661868.0,0.000105761269619,0.000142022276345,0.00016770715611,0.000451751708799942,0.5578358208959999,0.415232048789,9.139839901130001,0.0005152084705711713,0.6744868393729999,63.697761193999995,14.1438760623,1.34532135882,0.41846843808899997,5.867003367000001,0.0214846464854,18.0531,1.36011477762,0.0157962010552,0.539401738715,0.0,0.0015594726138923496,0.00299051250139228,0.0007991271834896967,0.0004401488672484741,0.00034044989589442293,535.9999999995412,18013.0,31080.000000000447,0.9625013775300021,0.014986848404968969
15,15146,0.08774827819639999,0.533997567758,0.145552560647,0.35671505885899996,6.35974304069,1.75438596491,0.07627935218004242,0.626016260163,622471.0,610175.66337,8.84991048344e-05,0.000150776252681,0.000252386336009,0.0006686599031934773,0.622900763359,0.38754062128300004,9.00705705731,0.000512967033577349,0.642219179796,66.8239875389,15.5946780001,1.39329017679,0.44665449311000005,6.979362943019999,0.0221755812503,18.9422,0.869769235714,0.0254959365539,0.525651597982,0.0,0.0015387184716100454,0.00393364860638722,0.0012915764826233985,0.0005678077958181162,0.0003150323050393856,654.9999999997672,18013.0,31080.000000000447,1.0747657650140454,0.023300425817505677
16,15146,0.0857321557904,0.467345783094,0.09455587392550001,0.646289422593,5.607317073169999,2.45019920319,0.16103988436267733,0.44262295081999997,785825.0,771086.552287,4.27967520664e-05,0.000176374493365,0.000140062097672,0.0004072175802686396,0.610894941634,0.433700299972,9.26103350249,0.0003916551249717489,0.656692854537,66.833592535,15.4712535551,1.72298540688,0.420224629998,5.09884393064,0.0196294436145,11.2268,1.71590522616,0.0114397015145,0.44573635927199995,0.0,0.0009038957919715738,0.003397573821743515,0.0010192303817091073,0.0005517747582618398,0.0004145087485706918,514.0000000002029,18013.0,31080.000000000447,1.0540506737348023,0.01504589883896954
17,15146,0.376573118,0.5509176866219999,0.134146341463,0.676177216866,5.45781637717,2.29166666667,0.08779965446564339,0.321212121212,824301.0,797593.331371,4.13744682936e-05,0.000140422437845,6.6449903623e-05,0.0002933825933546516,0.619047619048,0.5320505800190001,9.14123194906,0.0004375663464990317,0.646345777319,65.25150300600001,15.227055972999999,1.6733316952700001,0.40085931046800005,6.43029637761,0.0198998654775,11.562000000000001,1.35472857631,0.014689190016000001,0.480798120943,0.0,0.0008300439540293435,0.005265946649119916,0.000812592564337738,0.0003786764896339503,0.0004294903604319327,377.9999999997674,18013.0,31080.000000000447,1.068117470716267,0.008803505273960094
18,15146,0.287500173842,0.49215317322999996,0.12186379928300001,0.444990746083,6.2037914691900005,2.5,0.08952695245514367,0.331658291457,807270.0,795383.4908489999,4.27466755234e-05,0.000167214936606,8.297884072200001e-05,0.0003193428112631279,0.627160493827,0.49523659577600004,9.16509811497,0.00038974910036051043,0.6333828094839999,67.71765913760001,15.9362354485,1.6498291257100002,0.373900735951,4.552,0.017853023306799998,13.1564,2.0796719390700003,0.00858453824924,0.462233160771,0.0,0.0009588084842538828,0.004798594751266591,0.0006955976290229665,0.00037527181773958307,0.0004182684625096452,405.0000000001036,18013.0,31080.000000000447,1.0821155914141698,0.00885213596235765
19,15146,0.30969453363,0.6864853766329999,0.129370629371,0.520323478414,5.99796747967,2.07,0.12557095867109128,0.260638297872,908612.0,821688.148472,4.50292487105e-05,0.000169163934345,5.96333293733e-05,0.0003164217476952691,0.622009569378,0.451138077366,9.54602064509,0.0003553659627962253,0.779416073273,57.1618357488,12.6752123443,1.52669766486,0.41613943772699996,6.12736179146,0.0166206608011,16.9695,1.5597304705300001,0.010656110856999999,0.458401897302,0.0,0.000567867953601693,0.006229974581291408,0.0009430852850843417,0.00047649476010575844,0.00040581677321409565,417.9999999999936,18013.0,31080.000000000447,1.0732280806233563,0.011939232453082288
20,15146,0.424698270044,0.448986070619,0.18584070796500002,0.508489001337,5.97709923664,1.84615384615,0.10501378553268834,0.279569892473,617400.0,566389.9251979999,3.70769306898e-05,0.000118293064582,4.59047713303e-05,0.000245413969804297,0.7055837563449999,0.423142077385,9.64754916143,0.00023835169729194313,0.751435900368,51.703125,11.986130555799999,1.31481045539,0.31827567854,4.194403534609999,0.021490495255100002,26.5687,4.27387640449,0.00502833802879,0.358050043756,0.0104048954488,0.0005005201942290947,0.004144155652222461,0.0022493977698007433,0.0005817283099744228,0.00044773574496867637,197.00000000004962,18013.0,31080.000000000447,1.2174286985623113,0.009064323111688938
21,15146,0.113784884423,0.5568588350399999,0.103004291845,0.490241895325,6.09892473118,2.1279069767400003,0.17436513616090937,0.214285714286,535572.0,535572.0,4.48119020412e-05,0.00022592667279099999,6.16163653066e-05,0.0003921041428603437,0.62874251497,0.408544699167,9.64991784625,0.0002445982986414525,0.760658734409,59.9133333333,12.9949046522,1.50064717806,0.415998224722,5.79292493529,0.0240789286968,16.2989,1.9207625856400001,0.012536129596,0.50979420134,0.0,0.0019445923794117993,0.0021239368426171656,0.0028377359062413724,0.0011287223091599808,0.0003937926593359731,334.00000000003183,18013.0,31080.000000000447,1.084845243172591,0.01424574398536518
22,15146,0.818650899046,0.734059907268,0.08918918918919999,0.472316604024,6.151851851849999,2.46534653465,0.07020983657020746,0.305825242718,1373360.0,1313875.36581,2.51165375794e-05,0.000108838329511,4.79497535607e-05,0.00017657687025509662,0.48132780083000004,0.48300568518200004,9.31363302721,0.00024659873259763495,0.595096361877,61.724431818199996,13.5941094283,1.4697259015600002,0.32244525448399997,8.23894491854,0.0129647000342,18.0519,1.60395480226,0.00808295845738,0.314575761527,0.030671688604299998,0.000592352127216712,0.006428983322626598,0.0021927204634847046,0.0006062997552704584,0.0006838716966695703,481.9999999998753,18013.0,31080.000000000447,0.8304928690277364,0.010446318965527208
23,15146,0.609421595654,0.599270271367,0.112211221122,0.6212845574360001,5.70111731844,2.23076923077,0.12322999583798087,0.26457399103100004,834045.0,826278.159736,4.11483706781e-05,0.000198480376212,7.14045255884e-05,0.00035581238174555466,0.671232876712,0.448465248058,9.30698391739,0.0003860685366558909,0.656327812704,60.551900584799995,13.5803141793,1.5988562870200003,0.322553476777,4.89636608345,0.0208005013778,15.3296,2.36214953271,0.0088057513251,0.402865770537,0.0222203325881,0.0009340776660429275,0.008973214691902471,0.002147171727283953,0.0007949599629799267,0.0006878708315960926,438.0000000002145,18013.0,31080.000000000447,1.1581589856331127,0.014190001943711257
24,15146,0.688838412103,0.655104750346,0.055900621118,0.707827024427,5.4239999999999995,2.13580246914,0.08787599839140012,0.176470588235,649258.0,577239.427024,1.55914505813e-05,0.000169773572996,3.63800513563e-05,0.00028064611046269456,0.716814159292,0.417480554951,9.454831987410001,0.0002338717587189121,0.724098510644,62.0122615804,13.7694486606,1.65847056477,0.222890998183,4.54148471616,0.022687292979099997,15.742,3.1480769230799996,0.00720671493533,0.49096075732600003,0.23541359218400001,0.007202490829803602,0.0027300230987922698,0.004747400850516859,0.0013288294692220977,0.00044780405584235043,226.00000000001117,18013.0,31080.000000000447,1.2368058663629424,0.011622614471258315
25,15146,0.517647337393,0.654606136357,0.12426035502999999,0.659828912625,5.57575757576,2.27044025157,0.08463066004394638,0.238938053097,749664.0,743881.292422,2.82303106879e-05,0.00011560984376999999,3.62961137416e-05,0.00022180958397646644,0.6496062992130001,0.448077897426,9.75560010315,0.000276925904843346,0.8146214745460001,55.7159090909,11.9641103469,1.6697600845700002,0.356370316408,5.967497291440001,0.0192140871744,15.2992,2.59495279593,0.00740440720329,0.434398988847,0.0653456226582,0.0015421655663042312,0.0044241481764556246,0.002590688640836357,0.0008004758753385889,0.0006236291361449867,253.99999999984297,18013.0,31080.000000000447,1.1208440448309738,0.01120863005422908
26,15146,0.761331896569,0.867871282919,0.12179487179500001,0.66051513128,5.5807692307700005,2.2077922077900003,0.02595895100131273,0.20202020201999998,1070160.0,911015.979042,2.08558361622e-05,8.67163714111e-05,2.19535117496e-05,0.00015038155548497133,0.617117117117,0.399076829022,9.51651429365,0.00023929327807097628,0.851577432217,50.6346578366,11.4765948055,1.65497232471,0.44261310723200004,7.68140703518,0.0175737861556,16.65,2.0947272013599996,0.00838953451512,0.382108727243,0.122052382905,0.004471090627013802,0.0034893798238755103,0.003329245814929303,0.001191445137869852,0.0005316745648980685,222.00000000004212,18013.0,31080.000000000447,1.0647865430520533,0.00887898115545247
27,15146,0.624822519061,0.765541751515,0.15,0.846937535853,4.75528169014,2.3125,0.032739389683124905,0.306930693069,991689.0,991689.0,1.81508517287e-05,7.05866456117e-05,3.12598001995e-05,0.00013008110405580782,0.658163265306,0.367062136892,9.53155498111,0.0002541119242020432,0.83623899081,51.0836575875,11.2115738376,1.70331827905,0.368999770165,13.1086556169,0.0156379671449,15.1708,1.08935094128,0.014355306956100001,0.218220095968,0.00762071829653,0.0027450081233420676,0.0028214112214743486,0.005283267029249028,0.0014697163568278898,0.0009276694248380798,196.00000000003647,18013.0,31080.000000000447,1.135608409799077,0.007027717612961322
28,15146,0.95464979453,0.756935161925,0.16,0.57768748337,5.826180257509999,1.98165137615,0.020518574409321734,0.28431372549,2790490.0,2316166.3322400004,8.63495843177e-06,3.1517598276e-05,1.25206897261e-05,5.310499435549812e-05,0.634020618557,0.416385247954,9.71336280649,9.196230729854552e-05,0.703841797976,55.7037444934,12.531350788,1.57567150836,0.448874459226,5.74458380844,0.00512053035004,14.9013,2.35410877332,0.00217514602896,0.09119454481069998,0.24830898106999996,0.0008504690775370922,0.002240217093134346,0.002886369270380843,0.0009471739386513511,0.0012188923480741041,193.99999999990854,18013.0,31080.000000000447,1.0939521914590487,0.004299235580153568
29,15146,0.8472774027009999,0.7859074866050001,0.10989010989,0.6324828496980001,5.69142857143,2.26206896552,0.03778629190990843,0.25,2066320.0,1963183.8875900002,1.01875326741e-05,5.04282867366e-05,1.68094289122e-05,7.640649505540697e-05,0.595238095238,0.476032299594,9.77305795045,0.00011868475565273218,0.678407130879,56.7130518234,12.7207531448,1.595511101,0.437409234827,6.72123479888,0.00689390336054,15.0248,1.88364648573,0.00365987111316,0.257827764225,0.0635257601669,0.0005819588016433233,0.0031401338806841266,0.0033795133031593975,0.000560083276444811,0.0007140666389877052,252.00000000004033,18013.0,31080.000000000447,1.027036029534076,0.00554079078534681
30,15146,0.8781177536429999,0.951709680046,0.13427561837500002,0.853328060077,4.78404669261,2.13247863248,0.0111983339427404,0.218309859155,5009640.0,4878906.65257,7.78863026206e-06,2.27509989234e-05,6.35388258221e-06,3.627861990488462e-05,0.465789473684,0.349456044874,10.2166212576,5.677501533137311e-05,0.886204538854,42.7430555556,10.195295895700001,1.71307156389,0.5413122063620001,12.6009569378,0.0031625938143000003,14.3833,1.1717800729,0.0026989653497600003,0.0596796363887,0.0077345762553,0.0007218892259328381,0.0044017581773079075,0.0007318745162840788,0.002447583615045402,0.0005178815340728924,380.0000000001718,18013.0,31080.000000000447,0.8036827203741147,0.002159754567849629
